"FMID","MarketName","street","city","County","State","zip","Credit","WIC","WICcash","SFMNP","SNAP","Organic","Bakedgoods","Cheese","Crafts","Flowers","Eggs","Seafood","Herbs","Vegetables","Honey","Jams","Maple","Meat","Nursery","Nuts","Plants","Poultry","Prepared","Soap","Trees","Wine","Coffee","Beans","Fruits","Grains","Juices","Mushrooms","PetFood","Tofu","WildHarvested","lon","lat"
1019902,"Mason County Farmers Market","2114 Old Main Street","Maysville","Mason","Kentucky","41056","Y","N","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","Y","N","N","N","N","Y","N","N","Y","N","N","N",-83.80842,38.615073
1001281,"Mason Farmers Market","100 block East Maple at Jefferson (in street)","Mason","Ingham","Michigan","48854","Y","N","N","N","N","N","Y","N","Y","Y","N","N","Y","Y","Y","Y","Y","N","N","N","N","N","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N",-84.4426,42.580168
1005642,"Mattapan Square  Farmers Market","882 Cummins Hwy","Mattapan","Suffolk","Massachusetts","2126","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","N","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","N","N","N","N","Y","N","N","Y","N","N","Y",-71.076514,42.3313532
1019300,"Mauldin Farmers Market","101 East Butler Road","Mauldin","Greenville","South Carolina","29662","Y","N","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","N","Y","Y","N","Y","N","Y","N","Y","N","N",-82.3063956,34.7796468
1019968,"Mauston Farmers' Market","220 East State Street","mauston","Juneau","Wisconsin","53948","Y","N","Y","Y","N",NA,"Y","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","N","Y","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N",-90.082332,43.801304
1020145,"McCreary County Farmers Market","299 Wilburn Ross Hwy,","Stearns","McCreary","Kentucky","42647","Y","N","N","Y","N",NA,"Y","N","Y","Y","Y","N","N","Y","Y","Y","N","Y","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y",-84.474473,36.694321
1019487,"McCutcheon/Mount Vernon ","2501 Sherwood Hall Lane","Alexandria ","Fairfax","Virginia","22306","Y","N","N","N","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","N","N","Y","N","N","N","Y","N","Y","N","Y","N","N","N","N",-77.082026,38.818343
1020134,"McKinleyville CFM","2165 Central Ave","McKinleyville","Humboldt","California","95519","Y","Y","Y","Y","Y","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","N","Y","Y","N","N","N","N","N","N",-124.100568,40.944643
1019490,"McLean ","1659 Chain Bridge Rd","McLean","Fairfax","Virginia","22101","Y","N","N","N","N","N","Y","Y","N","N","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","N","N","N","N","N","Y","N","Y","N","N","N","N",-77.192913,38.943545
1020081,"Meade County Farmers Market","1041 Old Ekron Rd","Brandenburg ","Meade","Kentucky","40108","Y","Y","N","N","N","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","N","N","Y","N","N","N","N","Y","Y","N","N","N","N","N",-86.166136,37.988637
1019634,"Medford Farmers Market","2501 Mystic Valley Parkway","Medford","Middlesex","Massachusetts","2155","Y","Y","N","Y","Y","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N","Y","Y","N","Y","N","N","N","N","N","N",-71.115435,42.41853
1018908,"Medicine Root/Oyate Teca Farmers Market","1000 Youth Center Drive","Kyle ","Shannon","South Dakota","57752","Y","N","N","Y","Y","N","Y","N","N","N","N","N","N","Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N",-102.176734,43.424109
1019858,"Medina Square Farmers Market","2 public square, suite 305","medina","Medina","Ohio","44256","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","Y","N","N","N","N","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N",-81.863333,41.138385
1019759,"Meigs County Farmers' Market","PO Box 702","Pomeroy","Meigs","Ohio","45769","Y","Y","N","Y","N","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","N","Y","N","N","Y","N","Y","N","N","N","N","N","N",-82.034026,39.026596
1021209,"Memphis Farmers Market","540 S. Front Street","Memphis","Shelby","Tennessee","38103","Y","Y","N","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","N","N",-90.06008,35.132038
1020199,"Menifee County Farmers Market","62 Back Street","Frenchburg","Menifee","Kentucky","40322","Y","Y","N","Y","Y","N","Y","N","Y","Y","Y","N","Y","Y","N","Y","N","Y","N","N","Y","Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N",-83.62783,37.951788
1002905,"Menlo Park Farmers' Market","Chestnut & Menlo Avenues","Menlo Park","San Mateo","California","94025","Y","N","N","N","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","Y","Y","N","N","N",-122.1841,37.450822
1019816,"Menominee Historic Downtown Farmers Market  Association ","800 1st Street & 8th Avenue","Menominee","Menominee","Michigan","49858","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N",-87.603938,45.105926
1018093,"Merchantville Market Off Centre","N. Centre St. & Chestnut Ave.","Merchantville","Camden","New Jersey","8109","Y","N","N","N","N","N","N","N","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","Y","Y","N","N","N","N","Y","N","N","N","Y","N","N",-75.0490757,39.9524734
1019464,"Meridian Main Street Market","33 E. Broadway Ave.","Meridian","Ada","Idaho","83642","Y","N","N","N","N",NA,"Y","N","Y","Y","Y","N","N","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","N","Y","Y","N","N","Y","N","N","Y","N","N",-116.392301,43.609999
1019137,"Miami County Farmers Market","North Broadway and East 5th Street","Peru","Miami","Indiana","46970","Y","N","Y","Y","N",NA,"Y","N","Y","Y","Y","N","Y","Y","Y","N","N","N","N","N","Y","N","N","Y","N","N","N","N","Y","N","N","Y","N","N","N",-86.069521,40.755229
1000021,"Mid-Town Farmers Market","700 North Lamar Blvd.","Oxford","Lafayette","Mississippi","38655","Y","N","N","N","N","N","Y","N","N","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","N","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N",-89.516816,34.373647
1011076,"Middlebury Farmers' Market","530 Exchange St","Middlebury","Addison","Vermont","5753","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","N","Y","Y","N","Y","N","N","N","N",-73.169908,44.026734
1020087,"middletown farmer's Market","","Middletown","Jefferson","Kentucky","40243","Y","N","N","N","N","Y","N","N","N","N","Y","N","N","Y","Y","Y","N","Y","N","N","Y","N","N","N","N","N","N","N","Y","N","N","Y","N","N","N",-85.543717,38.242222
1019683,"Middletown Farmers' Market","12 S Church St","Middletown","Frederick","Maryland","21769","Y","N","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","N","N","N","Y","N","N",-77.54531,39.441867
1019777,"Midland Area Farmers Market","End of Ashman Street at the base of the Tridge ","Midland","Midland","Michigan","48640","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N",-84.247412,43.612027
1012786,"Midtown Farmers Market","6655 Delmar Blvd, Back Lot","University City","St. Louis","Missouri","63130","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","N","Y",-90.307251,38.656378
1005633,"Miles City Farmers Market","500 Main St  Riverside Park","Miles City","Custer","Montana","","Y","Y","N","Y","N",NA,"Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","Y","Y","N","N","N","N","Y","N","N","N","N","N","N",-105.840096,46.408215
1006681,"MILFORD - DOWNTOWN FARMERS’ MARKET","108 West Main Street (Wasson Field)","Milford","New Haven","Connecticut","6460","Y","Y","N","Y","N","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","N","N","N",-73.062096,41.226598
1020034,"Milk Lady Derwood Fall 2020 Pickup/Delivery","16501 Redland Road","Rockville","Montgomery","Maryland","20855","Y","N","N","N","N",NA,"Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","Y","N","Y","N","Y","N","N","N","N",-77.150329,39.126727
1020035,"Milk Lady Derwood Farmers Market","16501 Redland Road","Rockville","Montgomery","Maryland","20855","Y","Y","N","Y","N",NA,"Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","Y","N","Y","N","Y","N","N","N","N",-77.150144,39.126885
1020038,"Milk Lady Shady Grove Farmers Market","9601 Medical Center Drive","Rockville","Montgomery","Maryland","20850","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","N","Y","N","Y","N","Y","N","N",-77.199488,39.104422
1012523,"Mill City Farmers Market, Inc.","704 South 2nd Street","Minneapolis","Hennepin","Minnesota","55401","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y",-93.256278,44.978211
1010485,"Millen Produce Market","Cotton Avenue","Millen ","Jenkins","Georgia","30442","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-81.936127,32.802685
1018486,"Milton Farmers' Market","6 Village Center Boulevard","Milton","Sussex","Delaware","19968","Y","Y","N","N","N","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","N","N","Y","Y","N","Y","N","N","Y","N","N","N","Y","N","N",-75.310511,38.769132
1019239,"Mineola Main Street Farmers Market","115 E. Front St.","Mineola","Wood","Texas","75773","Y","N","N","N","N","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","Y","N","N","N","N",-95.489641,32.662165
1019716,"Minnetrista Farmers Market","1200 North Minnetrista Pkwy","Muncie ","Delaware","Indiana","47303","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","Y","Y","N","N","N","N",-85.393346,40.198978
1006069,"Minturn Market","Historic Downtown Minturn","Minturn","Eagle","Colorado","81645","Y","N","N","N","N",NA,"Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N",-106.4315,39.58839
1020195,"Mission Community Market","84 Bartlett Street","San Francisco","San Francisco","California","94111","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y","N","N",-122.419881,37.755373
1016862,"Mission Farm and Flower Market","5635 Johnson Drive","Mission","Johnson","Kansas","66202","Y","N","N","Y","Y",NA,"Y","N","Y","Y","N","N","N","Y","Y","Y","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N",-94.6512054,39.0219446
1018939,"Missoula Farmers' Market","Circle Square (by the XXXXs)","Missoula ","Missoula","Montana","","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","N","Y","Y","N","Y","Y","N","Y","N","Y","Y","N","N","Y",-113.992113,46.87474
1010037,"MLK Campus Farmers' Market","1670 E 120th St","Los Angeles","Los Angeles","California","90059","Y","Y","Y","Y","Y","Y","N","N","N","N","Y","N","N","Y","Y","N","N","N","N","Y","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N",-118.243583,33.923533
1001104,"Monday Farmers Market at your library","1515 SW 10th Avenue","Topeka","Shawnee","Kansas","66604","Y","N","N","Y","N","N","Y","N","N","Y","Y","N","Y","Y","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-95.69624,39.049968
1012314,"Monroe Farmers Market ","10th St and 16th Ave","Monroe","Green","Wisconsin","53566","Y","Y","N","N","Y","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N",-89.639374,42.60185
1019844,"Montavilla Farmers Market","7700 Block of SE Stark Street","Portland","Multnomah","Oregon","97215","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y",-122.584311,45.519002
1020166,"Montclair Village Farmers' Market","6131 La Salle Ave, Oakland, CA 94611","Oakland","Alameda","California","94611","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",-122.209928,37.826522
1004297,"MONTEVALLO FARMERS MARKET","Middle Street and Island Street","MONTEVALLO","Shelby","Alabama","35115","Y","Y","N","Y","N",NA,"Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","Y","N","N","N","N","N","N",-86.862926,33.09948
1020085,"Montgomery County Farmers' Market","153 South Maysville Street","Mt. Sterling","Montgomery","Kentucky","40353","Y","Y","N","Y","Y","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","N","Y","Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N",-83.941302,38.054333
1019432,"Monticello Market on the Square","119 W Washington Street","Monticello","Jasper","Georgia","31064","Y","N","N","N","N",NA,"Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","Y","Y","Y","N","N","N","Y","N","N","N","N","N","N",-83.684074,33.304463
1011901,"Montour Falls Farmers Market","300 West Main Street","Montour Falls","Schuyler","New York","14865","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","Y","N","Y","N","N","Y","N","N","Y",-76.847748,42.346431
1019507,"Montrose Farmers Market - Summer","S. Uncompahgre and S. 1st Street","Montrose ","Montrose","Colorado","81401","Y","N","N","N","Y",NA,"Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","N",-107.874269,38.479423
1019480,"Moreland Farmers Market","1400 SE Bybee Blvd","Portland","Multnomah","Oregon","97202","Y","Y","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","N","Y","Y","N","Y","N","N","Y","Y","N","N",-122.651387,45.47394
1018573,"Morgan County Farmers Market","Intersection Main and Kennebec","McConnelsville","Morgan","Ohio","43756","Y","N","N","Y","N","N","Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-81.853276,39.648855
1018314,"Morgan County Farmers' Market Association","Main St. & Indiana St.","Martinsville ","Morgan","Indiana","46151","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","N","Y","N","Y","Y","N","N","N","N","Y","Y","N","N","N","N","N",-86.428695,39.423392
1018317,"Morgan County farmers' Market Association","Monroe & Main St.","Mooresville ","Morgan","Indiana","46158","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","N","Y","N","Y","Y","N","N","N","N","Y","Y","N","N","N","N","N",-86.3796098,39.612806
1012560,"Morganton Farmer's Market","111 North Green Street","Morganton","Burke","North Carolina","28655","Y","N","Y","Y","Y",NA,"Y","N","Y","Y","Y","N","N","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","N","N","Y","N","N","Y",-81.688488,35.7466269
1012166,"Morris County Winter Farmers' Market","26 Mills Street","Morristown","Morris","New Jersey","7960","Y","N","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","N","Y","Y","N","N","Y",-74.489945,40.801309
1020162,"Morro Bay Main Street Farmers Market","Main St. and Morro Bay Blvd.","Morro Bay","San Luis Obispo","California","93442","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","N",-120.849956,35.365976
1018926,"Moscow Farmers Market","400 South Main, Moscow, Idaho 83843","Moscow","Latah","Idaho","83843","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N","Y",-117.0014061,46.7317086
1005559,"Mosinee Farm Market","1101 Main Street","City","Marathon","Wisconsin","54455","Y","Y","N","N","N",NA,"Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","Y","N","Y","N","N","Y","N","N","N",-89.708626,44.797421
1018991,"Mount Hope Farmers Market","250 Metacom Ave","Bristol","Bristol","Rhode Island","2809","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","N","Y","Y","Y","N","Y","N","N","N","N","Y","Y","N","N","Y","N","Y","N","N","Y","Y","N","Y",-71.256882,41.669478
1018995,"Mount Pleasant Farmers' Market","3200 Mt. Pleasant St NW ","Washington","District of Columbia","District of Columbia","20010","Y","Y","Y","Y","Y",NA,"Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","N","Y","N","Y","N","Y","Y","N","N","N",-77.038675,38.931518
1009673,"Mt. Pleasant Farmers' Market - City Hall","Broadway and Main St.","Mt. Pleasant","Isabella","Michigan","48858","Y","Y","N","Y","Y","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","N","N","Y","Y","N","Y","N","Y","N","N","N","N","N","N",-84.776193,43.604509
1021230,"Mt. Washington Farmer's Market","320 N. Bardstown Rd","MT Washington","Bullitt","Kentucky","40047","Y","N","N","N","N",NA,"Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","N",-85.543754,38.049484
1010316,"Mulberry Market","1155 College Street","Macon","Bibb","Georgia","31201","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","N","N","Y","N","Y","N","N","Y","N","N","N",-83.646551,32.833797
1018924,"Muncie Makers Market ","Outside at Books & Brews, 2100 West White River Boulevard","Muncie","Delaware","Indiana","47303","Y","N","N","N","Y","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","Y","Y","Y","N","Y","N","Y","N","N","Y","Y","N","N",-85.410675,40.1883942
1018931,"Munising Farmers' and Artisans' Market","Veteran's Drive","Munising","Alger","Michigan","49862","Y","Y","N","Y","Y","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","Y","N","Y","N","Y","Y","N","N","Y","N","N","Y",-86.653401,46.412557
1019857,"Murrysville Farmers' Market","3235 Sardis Road","Murrysville","Westmoreland","Pennsylvania","15668","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","N","N","N","N","N","N",-79.696788,40.430121
1019682,"Myersville Farmers Market","301 Main Street","Myersville","Frederick","Maryland","21773","Y","N","N","N","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","N","N","N","N","N","Y",-77.56524,39.505519
1011535,"Napa Downtown Farmers Market","1100 West Street","Napa","Napa","California","94559","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","N","N",-122.285131,38.301189
1020055,"Narrowsburg Farmers' Market","7 Erie Avenue","Narrowsburg","Sullivan","New York","12764","Y","N","N","N","N",NA,"Y","Y","N","Y","Y","N","N","Y","Y","Y","N","Y","N","N","N","N","Y","N","N","Y","N","N","Y","N","N","Y","N","N","N",-75.05512,41.596136
1003081,"Nash County Farmers Market in Rocky Mount","1006 Peachtree St.","Rocky Mount","Nash","North Carolina","27804","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","Y","N","N","Y",-77.8023,35.9551
1020017,"Natick Winter Market","Common Street","Natick","Middlesex","Massachusetts","1760","Y","Y","N","N","Y",NA,"Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","N","N","Y","N","Y","N","N","Y","N","N","Y",-71.341206,42.290237
1018702,"Needham Farmers Market","Garrity Way","Needham","Norfolk","Massachusetts","2492","Y","Y","Y","Y","N","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","N","N","N","N","N","Y","N","Y","N","N","Y","N","N","N",-71.236446,42.280988
1019737,"Neosho Farmers Market","Spring & Jefferson St","Downtown Neosho","Newton","Missouri","64850","Y","N","N","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","N","N","N","N",-94.370028,36.870009
1019908,"Neutaconkanut Farmers Market","675 Plainfield St","Providence ","Providence","Rhode Island","2909","Y","Y","Y","Y","Y",NA,"N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-71.461775,41.8118
1005527,"New Albany Farmers Market","200 Market Street (outdoor); 150 West Main Street (indoor)","New Albany","Franklin","Ohio","43054","Y","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","Y","Y","Y","N","N","Y","N","Y","Y","Y","Y","Y","N","Y",-82.815383,40.081412
1019725,"New Baltimore Farmers Market","On Washington Street between Main & Front Streets in Historic Downtown","New Baltimore","Macomb","Michigan","48047","Y","Y","N","Y","Y",NA,"Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","Y","N","N","Y","N","Y","N","Y","Y","Y","N","Y",-82.737607,42.68546
1012739,"New Bedford Farmers Market- Brooklawn Park","1997 Acushnet Ave.","New Bedford ","Bristol","Massachusetts","2745","Y","Y","N","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","N",-70.923644,41.675431
1012738,"New Bedford Farmers Market- Clasky Common Park","1119 Pleasant St.","New Bedford ","Bristol","Massachusetts","2740","Y","Y","N","Y","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N",-70.928587,41.644314
1019348,"New Bedford Farmers Market- Downtown/Custom House Square","466 Brock Ave","New Bedford","Bristol","Massachusetts","2740","Y","Y","N","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","N",-70.937913,41.661303
1012737,"New Bedford Farmers Market- Indoor ","101 West Rodney French Blvd","New Bedford","Bristol","Massachusetts","2744","Y","Y","N","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","Y","Y","Y","N","N","N","N","Y","N","N","Y","N","N","N",-70.937913,41.661303
1019227,"New Glarus Farmers Market","1101 Hwy 69 ","New Glarus","Green","Wisconsin","53574","Y","Y","N","N","N",NA,"Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","N","N","Y","Y","Y","N","N","N","Y","N","N",-89.632242,42.809612
1019879,"New Grand Island Farmers Market","","Grand Island","Hall","Nebraska","","Y","N","N","N","N",NA,"N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-98.357951,40.922193
1020043,"New Harvest Farmers' Market","4775 New Harvest Lane","Knoxville","Knox","Tennessee","37918","Y","Y","N","N","Y",NA,"Y","N","N","Y","Y","N","Y","Y","Y","N","N","Y","N","N","Y","N","N","Y","N","N","N","N","Y","N","Y","N","N","N","N",-83.883624,36.039471
1005939,"New Haven - CitySeed Downtown Farmers Market","Church St. ","New Haven","New Haven","Connecticut","6510","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","Y","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","N","N","N",-72.924912,41.307645
1005991,"New Highland Baptist Church Farmers Market","9200 New Ashcake Road","Mechanicsville","Hanover","Virginia","23116","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","N","N","N","N",-77.410676,37.699238
1012044,"Newmarket Farmers Market ","5 Granite St ","Newmarket ","Rockingham","New Hampshire","3875","Y","N","N","N","N","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","Y","N","N","Y",-70.9380776,43.0788567
1019240,"Newport Beach Certified Farmers' Market by Farmer Mark ","1 McFadden Place","Newport Beach ","Orange","California","92663","Y","Y","Y","N","Y","Y","Y","N","Y","Y","Y","N","N","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","Y","N","Y","N","Y","N","Y","N","N","N","N",-117.928792,33.607886
1019294,"Nicholasville Farmers Market","717 N. Main Street","Nicholasville ","Jessamine","Kentucky","40356","Y","N","N","Y","N","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","Y","N","Y","Y","Y","N","N","N","N",-84.56655,37.893076
1019883,"Norfolk Farmers Market","","Stanton ","Madison","Nebraska","","Y","N","N","N","N",NA,"N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-97.212686,41.948007
1010614,"NORFOLK FARMERS’ MARKET","19 Maple Avenue","Norfolk","Litchfield","Connecticut","6058","Y","N","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","N","Y","N","Y","Y","N","N","N",-73.197873,41.990739
